    0.3141592654     -0.0718746539577631     -0.4568187845219382
    0.9424777961     -0.0283910612951284     -0.3285689106855464
    1.5707963268     -0.0180638505389974     -0.2662741556468589
    2.1991148575     -0.0146124257334490     -0.2271017946998229
    2.8274333882     -0.0134511740689919     -0.1993940357570276
    3.4557519189     -0.0129845786928446     -0.1784205461584518
    4.0840704497     -0.0126420207753160     -0.1618104329066354
    4.7123889804     -0.0122452377145467     -0.1482206176719083
    5.3407075111     -0.0117616117724387     -0.1368275145915936
    5.9690260418     -0.0112071306350295     -0.1270957565665662
    6.5973445725     -0.0106091993211091     -0.1186605641840568
    7.2256631033     -0.0099934053531404     -0.1112633460534435
    7.8539816340     -0.0093797324552399     -0.1047144849874137
    8.4823001647     -0.0087823235333466     -0.0988708668593935
    9.1106186954     -0.0082104053333626     -0.0936217835062968
    9.7389372261     -0.0076694377504416     -0.0888797816374179
   10.3672557568     -0.0071621512417464     -0.0845745357519576
   10.9955742876     -0.0066893799368171     -0.0806486286943210
   11.6238928183     -0.0062506917462004     -0.0770545705287458
   12.2522113490     -0.0058448475265819     -0.0737526426909374
   12.8805298797     -0.0054701267410969     -0.0707093056806583
   13.5088484104     -0.0051245531551788     -0.0678960003293081
   14.1371669412     -0.0048060476686421     -0.0652882297302596
   14.7654854719     -0.0045125290503954     -0.0628648452097690
   15.3938040026     -0.0042419779969491     -0.0606074832950945
   16.0221225333     -0.0039924757349300     -0.0585001162646461
   16.6504410640     -0.0037622252139926     -0.0565286894202324
   17.2787595947     -0.0035495605962022     -0.0546808254785813
   17.9070781255     -0.0033529490496922     -0.0529455815541587
   18.5353966562     -0.0031709876358132     -0.0513132478116616
   19.1637151869     -0.0030023972119531     -0.0497751794686968
   19.7920337176     -0.0028460146595012     -0.0483236557339663
   20.4203522483     -0.0027007843161113     -0.0469517606796376
   21.0486707791     -0.0025657491910210     -0.0456532821086269
   21.6769893098     -0.0024400423338898     -0.0444226252851129
   22.3053078405     -0.0023228785843168     -0.0432547390173486
   22.9336263712     -0.0022135468316112     -0.0421450520640522
   23.5619449019     -0.0021114028487889     -0.0410894182134094
   24.1902634326     -0.0020158627214828     -0.0400840686826675
   24.8185819634     -0.0019263968646311     -0.0391255707242728
   25.4469004941     -0.0018425246026156     -0.0382107915157173
   26.0752190248     -0.0017638092786042     -0.0373368665647206
   26.7035375555     -0.0016898538538070     -0.0365011719869534
   27.3318560862     -0.0016202969555573     -0.0357013001162874
